codigo,nome,marca,linha,descricao_atual,descricao_proposta,diferenciais_propostos,beneficios_site,indicado_para,dados_tecnicos,qualidade_descricao,fonte_descricao,fonte_diferenciais,confianca_descricao,confianca_diferenciais,status_revisao,observacao
7202,Mesinha Musical Carrossel dos Bichinhos Rosa,playmi,PLAY&LEARN,,A Mesinha Musical Carrossel dos Bichinhos Rosa foi desenvolvida para oferecer uma experiência completa de estímulos e interação na primeira infância.,,,Crianças a partir de 18 meses que estão desenvolvendo habilidades motoras e explorando sons e atividades interativas.,material=Plástico | cor=Rosa | genero=Menina | idade=+ 12 meses | conteudo_caixa=01 Base com piano e acionadores 01 Telhado do Carrossel 01 Base do telhado 01 Leão 01 Elefante 01 Unicórnio 04 pés | ncm=9503.00.99 | dun=2789648417202 2 | produto_mm=280x410x320 | caixa=6un/kg | peso=0.84kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/mesinha-musical-carrossel-dos-bichinhos-rosa/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7203,Fofush Encantado Unicórnio,playmi,PLAY&LEAR,Ilumine com a lanterna de LED para desenhar na barriga do Fofush!,O Fofush Encantado Unicórnio foi desenvolvido para encantar e estimular a imaginação das crianças.,,,Crianças a partir de 3 anos.,material=Pelúcia | cor=AZUL | genero=Menina | idade=+ 3 Anos | conteudo_caixa=1 boneco de pelucia | ncm=9503.00.31 | dun=27896484172039 | produto_mm=195x190x330 | caixa=6un/kg | peso=0.3kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/fofush-encantado-unicornio/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,"DESCRICAO_EXISTENTE — preservada, nao substituir"
7204,Fofush Falante Unicórnio,playmi,PLAY&LEAR,Grava voz e repete de um jeito super divertido!,O Fofush Falante Unicórnio foi desenvolvido para encantar e interagir com a criança de forma lúdica e envolvente.,,,Crianças a partir de 3 anos.,material=Pelúcia | cor=AZUL | genero=Menina | idade=+ 3 Anos | conteudo_caixa=01 boneco de pelucia | ncm=9503.00.31 | dun=27896484172046 | produto_mm=205x150x330 | caixa=6un/kg | peso=0.29kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/fofush-falante-unicornio/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,"DESCRICAO_EXISTENTE — preservada, nao substituir"
7205,Doce Cozinha Plus Chá com Biscoitos,playmi,PLAY&IMAGINE,,A Doce Cozinha Plus Chá com Biscoitos foi criada para transformar o momento do chá em uma experiência encantadora de faz de conta.,,Estimula a socialização e o brincar em grupo | Desenvolve coordenação motora fina ao manusear peças | Incentiva organização e criatividade | Ideal para simular momentos de chá e recepções,"Crianças + 3 anos que estão desenvolvendo habilidades sociais, imaginação e interação por meio de brincadeiras de faz de conta.",material=Plástico | cor=COLORIDO | genero=Menina | idade=+ 3 Anos | conteudo_caixa=04 biscoitos 02 colheres 02 pratos 02 xícaras 01 bule grande 01 bule pequeno 01 caldeirão | ncm=9503.00.80 | dun=2789648417205 3 | produto_mm=336x660x260 | caixa=6un/kg | peso=0.19kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/doce-cozinha-plus-cha-com-biscoitos/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7206,Doce Cozinha Plus Chá com Bolinhos,playmi,PLAY&IMAGINE,,A Doce Cozinha Plus Chá com Bolinhos transforma a brincadeira em um verdadeiro momento de confeitaria infantil.,,Estimula criatividade e imaginação culinária | Desenvolve coordenação motora fina | Incentiva interação social | Promove autonomia na brincadeira | Ideal para simular momentos de chá e confeitaria,"Crianças + 3 anos em fase de desenvolvimento da imaginação, coordenação motora e habilidades sociais por meio do faz de conta.",material=Plástico | cor=COLORIDO | genero=Menina | idade=+ 3 Anos | conteudo_caixa=03 pedaços de bolo 02 colheres 01 pegador de bolo 02 pratos 02 xícaras 01 bule grande 01 bule pequeno 01 caldeirão | ncm=9503.00.80 | dun=2789648417206 0 | produto_mm=336x660x260 | caixa=6un/kg | peso=0.2kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/doce-cozinha-plus-cha-com-bolinhos/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7207,Doce Cozinha Plus Chá com Rosquinhas,playmi,PLAY&IMAGINE,,A Doce Cozinha Plus Chá com Rosquinhas é perfeita para criar momentos doces e criativos no universo do faz de conta.,,Estimula criatividade e composição de alimentos | Desenvolve coordenação motora fina | Incentiva organização e planejamento | Promove interação social | Ideal para simular momentos de chá e confeitaria criativa,"Crianças + 3 anos que gostam de criar cenários, montar mesas e explorar o universo do faz de conta com alimentos e acessórios decorativos.",material=Plástico | cor=COLORIDO | genero=Menina | idade=+ 3 Anos | conteudo_caixa=02 donuts 02 coberturas 03 macaron 02 colheres 02 pratos 02 xícaras 01 bule grande 01 bule pequeno 01 caldeirão 01 cartela de papel | ncm=9503.00.80 | dun=2789648417207 7 | produto_mm=336x660x260 | caixa=6un/kg | peso=0.219kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/doce-cozinha-plus-cha-com-rosquinhas/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7208,Tópi Festa Divertida com Pizza,tópi,FAZ DE CONTA,,O Tópi Festa Divertida com Pizza é o kit perfeito para criar momentos cheios de imaginação e criatividade.,,Estimula criatividade e imaginação | Incentiva brincadeiras de faz de conta | Desenvolve interação social | Kit completo para montar uma festa divertida,"Crianças a partir de 3 anos que gostam de brincar de cozinhar, servir e criar festas imaginárias.",material=Plástico | cor=COLORIDO | genero=Menina | idade=+ 3 Anos | conteudo_caixa=06 pedaços de bolo 01 cacho de uva 01 garfo 01 colher 01 faca 06 pedaços de pizza 01 morango 02 pirulitos com borda redonda 02 pirulitoscom borda coração 03 cartelas de papel | ncm=9503.00.99 | dun=2789648417208 4 | produto_mm=286x320x432 | caixa=6un/kg | peso=0.24kg,ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-festa-divertida-com-pizza/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7209,Tópi Festa Doce com Sorvetes,tópi,FAZ DE CONTA,,O Tópi Festa Doce com Sorvetes é o kit ideal para criar momentos cheios de imaginação e diversão.,,,"Crianças a partir de 3 anos que gostam de brincar de servir, organizar festas e criar histórias divertidas.",material=Plástico | cor=COLORIDO | genero=Menina | idade=+ 3 Anos | conteudo_caixa=06 bolas de sorvete 03 casquinhas de sorvete 06 pedaços de bolo 01 colher 01 garfo 01 faca 01 pratinho 01 pirulito redondo 01 pirulito coração 01 pegador de sorvete 01 conjunto mesa e quatro cadeiras 04 cartelas de papel | ncm=9503.00.99 | dun=2789648417209 1 | produto_mm=286x450x432 | caixa=6un/kg | peso=0.26kg,ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-festa-doce-com-sorvetes/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7210,Tópi Festa Gelada com Frutinhas,tópi,FAZ DE CONTA,,O Tópi Festa Gelada com Frutinhas é um kit encantador para criar momentos cheios de imaginação.,,Estimula criatividade e imaginação | Incentiva brincadeiras de faz de conta | Desenvolve coordenação motora | Kit completo com móveis e acessórios,"Crianças a partir de 3 anos que gostam de brincar de organizar festas, servir alimentos e criar histórias.",material=Plástico | cor=COLORIDO | genero=Menina | idade=+ 3 Anos | conteudo_caixa=03 casquinhas de sorvete 03 bolas de sorvete 03 cadeiras 01 geladeira 01 garfo 01 faca 01 bolo 01 prato 01 mesa 01 armario 01 pera 01 carambola 04 cartelas de papel | ncm=9503.00.99 | dun=2789648417210 7 | produto_mm=286x490x432 | caixa=6un/kg | peso=0.285kg,ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-festa-gelada-com-frutinhas/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7211,Tópi Festa Plus das Guloseimas,tópi,FAZ DE CONTA,,O Tópi Festa Plus das Guloseimas é o kit ideal para criar uma festa cheia de doces e diversão.,,Estimula criatividade e imaginação | Incentiva brincadeiras de faz de conta | Desenvolve coordenação motora | Kit completo com diversos acessórios,"Crianças a partir de 3 anos que gostam de brincar de organizar festas, servir doces e criar histórias divertidas.",material=Plástico | cor=COLORIDO | genero=Menina | idade=+ 3 Anos | conteudo_caixa=02 donuts 01 bandeja 03 refrigerantes 01 cortador de pizza 01 espatula de pizza 01 cacho banana 01 caho de uvas 03 pedaços de pizza 01 carrinho com bolo 05 cartelas de papel | ncm=9503.00.99 | dun=2789648417211 4 | produto_mm=286x650x432 | caixa=6un/kg | peso=0.25kg,ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-festa-plus-das-guloseimas/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7212,Tópi Chef Brunch,tópi,FAZ DE CONTA,,O Tópi Chef Brunch é perfeito para criar momentos deliciosos no universo do faz de conta.,,Estimula criatividade e imaginação | Incentiva brincadeiras de faz de conta | Desenvolve coordenação motora | Ideal para compor cenários de café da manhã,"Crianças a partir de 3 anos que gostam de brincar de cozinhar, servir e criar momentos especiais no faz de conta.",material=Plástico | cor=COLORIDO | genero=Menina | idade=+ 3 Anos | conteudo_caixa=01 colher 01 pote de molho 02 pratos 01 bule 01 xícara 01 wafle coração | ncm=9503.00.80 | dun=2789648417212 1 | produto_mm=215x60x340 | caixa=6un/kg | peso=0.125kg,ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-chef-brunch/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7213,Tópi Chef Chá da Tarde,tópi,FAZ DE CONTA,,O Tópi Chef Chá da Tarde é o kit perfeito para criar momentos encantadores no universo do faz de conta.,,Estimula criatividade e imaginação | Incentiva brincadeiras de faz de conta | Desenvolve coordenação motora | Ideal para montar um chá da tarde completo,"Crianças a partir de 3 anos que gostam de brincar de servir, organizar encontros e criar histórias divertidas.",material=Plástico | cor=COLORIDO | genero=Menina | idade=+ 3 Anos | conteudo_caixa=03 colheres 03 pratos 03 xícaras 03 wafles coração | ncm=9503.00.80 | dun=2789648417213 8 | produto_mm=215x60x340 | caixa=6un/kg | peso=0.11kg,ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-chef-cha-da-tarde/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7214,Tópi Chef Menu,tópi,FAZ DE CONTA,,O Tópi Chef Menu é o kit ideal para pequenas chefs criarem receitas cheias de imaginação.,,Estimula criatividade e imaginação | Incentiva brincadeiras de faz de conta | Desenvolve coordenação motora | Kit completo com utensílios de cozinha,Crianças a partir de 3 anos que gostam de brincar de cozinhar e criar seus próprios menus no faz de conta.,material=Plástico | cor=COLORIDO | genero=Menina | idade=+ 3 Anos | conteudo_caixa=01 concha 01 espatula 01 concha furada 01 frigideira com tampa 01 caldeirão 01 fogão | ncm=9503.00.80 | dun=2789648417214 5 | produto_mm=215x350x340 | caixa=6un/kg | peso=0.13kg,ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-chef-menu/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7215,Tópi Chef Cozinha Forno,tópi,FAZ DE CONTA,,O Tópi Chef Cozinha Forno é um kit completo para transformar a brincadeira em uma verdadeira experiência culinária no universo do faz de conta.,,Estimula criatividade e imaginação | Incentiva brincadeiras de faz de conta | Desenvolve coordenação motora | Kit completo com utensílios e alimentos,"Crianças a partir de 3 anos que gostam de brincar de cozinhar, organizar a cozinha e criar histórias no faz de conta.",material=Plástico | cor=COLORIDO | genero=Menina | idade=+ 3 Anos | conteudo_caixa=01 concha 01 espatula 02 espatulas furadas 01 concha furada 02 facas grandes 01 garfo 01 colher 01 faca 01 forma com formato peixe 01 pratinho 01 prato formato maçã 01 escorredor 02 panelas com tampas 01 micro ondas 01 fogão 01 tabua de corte 01 alface 01 peixe 01 lagostim 01 uva 01 cacho banana | ncm=9503.00.80 | dun=2789648417215 2 | produto_mm=380x50x520 | caixa=6un/kg | peso=0.39kg,ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-chef-cozinha-forno/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7216,Tópi Chef Cozinha Legumes,tópi,FAZ DE CONTA,,O Tópi Chef Cozinha Legumes é perfeito para crianças que adoram brincar de cozinhar e preparar receitas saudáveis no universo do faz de conta.,,Estimula criatividade e imaginação | Incentiva brincadeiras de faz de conta | Desenvolve coordenação motora | Kit com utensílios e legumes variados,Crianças a partir de 3 anos que gostam de brincar de cozinhar e criar receitas com legumes no faz de conta.,material=Plástico | cor=COLORIDO | genero=Menina | idade=+ 3 Anos | conteudo_caixa=01 garfo 01 espatula 01 colher 01 faca 01 tabua de corte 02 panelas com tampa 02 pratos 01 fogão 01 pimenta 01 maço cebolinha 02 cenouras 01 abobora branca 01 pimentão 01 maço pimenta | ncm=9503.00.80 | dun=2789648417216 9 | produto_mm=380x50x520 | caixa=6un/kg | peso=0.235kg,ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-chef-cozinha-legumes/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7217,Tópi Chef Cozinha Legumes e Mar,tópi,FAZ DE CONTA,,O Tópi Chef Cozinha Legumes e Mar é um kit completo para criar receitas criativas no universo do faz de conta.,,Estimula criatividade e imaginação | Incentiva brincadeiras de faz de conta | Desenvolve coordenação motora | Kit completo com legumes e elementos do mar,Crianças a partir de 3 anos que gostam de brincar de cozinhar e criar receitas variadas no faz de conta.,material=Plástico | cor=COLORIDO | genero=Menina | idade=+ 3 Anos | conteudo_caixa=01 garfo 01 faca 01 colher 01 espatula 01 espatula furada 01 concha 01 faca grande 02 pratos 01 escorredor 01 panela com tampa 01 fogão 01 travessa biringela 01 tabua de corte 01 pimentão 01 pipino 02 beringelas 01 caranguejo 01 milho 01 estrela do mar 01 pote tempero com tampa | ncm=9503.00.80 | dun=2789648417217 6 | produto_mm=380x60x520 | caixa=6un/kg | peso=0.34kg,ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-chef-cozinha-legumes-e-mar/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7218,Tópi Chef Cozinha Terra e Mar,tópi,FAZ DE CONTA,,O Tópi Chef Cozinha Terra e Mar é um kit completo para pequenas chefs explorarem receitas criativas no universo do faz de conta.,,Estimula criatividade e imaginação | Incentiva brincadeiras de faz de conta | Desenvolve coordenação motora | Kit completo com alimentos da terra e do mar,Crianças a partir de 3 anos que gostam de brincar de cozinhar e criar receitas variadas no faz de conta.,material=Plástico | cor=COLORIDO | genero=Menina | idade=+ 3 Anos | conteudo_caixa=01 concha 01 espatula 01 espatula furada 01 faca grande 01 garfo 01 colher 01 faca 01 forma com formato peixe 01 pratinho 01 prato formato maçã 01 escorredor 01 panela com tampa 01 fogão 01 tabua de corte 01 travessa 01 pote tempero com tampa 01 alface 01 peixe 01 lagostim 01 uva 01 cacho banana | ncm=9503.00.80 | dun=2789648417218 3 | produto_mm=380x50x520 | caixa=6un/kg | peso=0.345kg,ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-chef-cozinha-terra-e-mar/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7219,Tópi Chef Cozinha Preparar,tópi,FAZ DE CONTA,,O Tópi Chef Cozinha Preparar é um kit completo para transformar a brincadeira em uma experiência divertida no universo do faz de conta.,,Estimula criatividade e imaginação | Incentiva brincadeiras de faz de conta | Desenvolve coordenação motora | Kit completo com utensílios e alimentos,Crianças a partir de 3 anos que gostam de brincar de cozinhar e criar histórias no faz de conta.,material=Plástico | cor=COLORIDO | genero=Menina | idade=+ 3 Anos | conteudo_caixa=01 prato formato peixe 01 prato formato maçã 01 travessa 01 escorredor 01 tabua de corte 01 pote tempero com tampa 01 panela com tampa 01 concha 01 espatula 01 espatula furada 01 faca grande 01 garfo 01 faca 01 colher 01 alface 01 peixe 01 lagostim 01 cacho uva 01 cacho banans | ncm=9503.00.80 | dun=2789648417219 0 | produto_mm=310x40x430 | caixa=6un/kg | peso=0.23kg,ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-chef-cozinha-preparar/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7220,Tópi Chef Cozinha Preparar e Cozinhar,tópi,FAZ DE CONTA,,O Tópi Chef Cozinha Preparar e Cozinhar é um kit completo para as pequenas chefs explorarem o universo do faz de conta.,,Estimula criatividade e imaginação | Incentiva o faz de conta | Desenvolve coordenação motora | Kit com utensílios e alimentos variados,Crianças a partir de 3 anos que gostam de brincar de cozinhar e criar histórias na própria cozinha imaginária.,material=Plástico | cor=COLORIDO | genero=Menina | idade=+ 3 Anos | conteudo_caixa=01 espatula 01 cocha furada 01 faca 01 prato formato peixe 01 prato formato maçã 01 escorredor 01 travessa 01 panela com tampa 01 pote tempero com tampa 01 fogão 01 alface 01 peixe 01 lagostim 01 cacho uva 01 cacho bananas | ncm=9503.00.80 | dun=2789648417220 6 | produto_mm=310x50x430 | caixa=6un/kg | peso=0.23kg,ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-chef-cozinha-preparar-e-cozinhar/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7221,Tópi Chef Cozinha Cozinhar e Servir,tópi,FAZ DE CONTA,,O Tópi Chef Cozinha Cozinhar e Servir é um kit completo para as pequenas chefs prepararem e servirem suas próprias receitas no universo do faz de conta.,,Estimula criatividade e imaginação | Incentiva o faz de conta | Desenvolve coordenação motora | Permite preparar e servir refeições imaginárias,"Crianças a partir de 3 anos que gostam de brincar de cozinhar, servir e criar histórias na própria cozinha.",material=Plástico | cor=COLORIDO | genero=Menina | idade=+ 3 Anos | conteudo_caixa=01 espatula 01 cocha 01 espatula furada 01 prato formato peixe 01 prato formato maçã 01 escorredor 01 travessa 01 panela com tampa 01 pote tempero com tampa 01 fogão 01 alface 01 peixe 01 lagostim 01 cacho uva 01 cacho bananas 01 garfo 01 faca 01 colher | ncm=9503.00.80 | dun=2789648417221 3 | produto_mm=310x40x430 | caixa=6un/kg | peso=0.34kg,ESPECIFICA,https://cardosotoys.com.br/topi/produtos/topi-chef-cozinha-cozinhar-e-servir/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7222,Boneco de Pelúcia Smurf,playmi,PLAY&COLLECT,,O Boneco de Pelúcia Smurf é perfeito para acompanhar os pequenos desde os primeiros meses.,,Pelúcia macia e confortável | Estimula vínculo afetivo | Ideal para primeiros contatos sensoriais | Personagem querido e reconhecido,Bebês a partir de 2 meses e crianças que adoram personagens clássicos.,material=Pelúcia | cor=AZUL | genero=Unissex | idade=+ 2 meses | conteudo_caixa=1 Boneco de Pelúcia Smurf | ncm=9503.00.31 | dun=2789648417222 0 | produto_mm=130x180x300 | caixa=6un/3.66kg | peso=0.135kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/boneco-de-pelucia-smurf/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7223,Boneco de Pelúcia Papai Smurf,playmi,PLAY&COLLECT,,O Boneco de Pelúcia Papai Smurf é perfeito para acompanhar os pequenos desde os primeiros meses.,,Pelúcia macia e confortável | Estimula vínculo afetivo | Ideal para primeiros estímulos sensoriais | Personagem clássico e querido,Bebês a partir de 2 meses e crianças que adoram personagens icônicos.,material=Pelúcia | cor=AZUL | genero=Unissex | idade=+ 2 meses | conteudo_caixa=1 Boneco de Pelúcia Papai Smurf | ncm=9503.00.31 | dun=2789648417223 7 | produto_mm=120x190x300 | caixa=6un/3.66kg | peso=0.135kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/boneco-de-pelucia-papai-smurf/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7224,Boneco de Pelúcia Smurfette,playmi,PLAY&COLLECT,,O Boneco de Pelúcia Smurfette é perfeito para acompanhar os pequenos desde os primeiros meses.,,Pelúcia macia e confortável | Estimula vínculo afetivo | Ideal para estímulos sensoriais | Personagem clássico e reconhecido,Bebês a partir de 2 meses e crianças que adoram personagens encantadores.,material=Pelúcia | cor=AZUL | genero=Unissex | idade=+ 2 meses | conteudo_caixa=1 Boneco de Pelúcia Smurfette | ncm=9503.00.31 | dun=2789648417224 4 | produto_mm=170x170x300 | caixa=6un/3.66kg | peso=0.145kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/boneco-de-pelucia-smurfette/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7225,Fofush Encantado Urso,playmi,PLAY&LEAR,,O Fofush Encantado Urso foi desenvolvido para proporcionar momentos de carinho e imaginação na infância.,,,Crianças a partir de 3 anos.,material=Pelúcia | cor=ROSA | genero=Menina | idade=+ 3 Anos | conteudo_caixa=1 boneco de pelucia | ncm=9503.00.31 | dun=27896484172251 | produto_mm=190x205x270 | caixa=6un/kg | peso=0.25kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/fofush-encantado-urso/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7226,Fofush Encantado Elefante,playmi,PLAY&LEAR,,O Fofush Encantado Elefante foi desenvolvido para proporcionar momentos de carinho e imaginação na infância.,,,Crianças a partir de 3 anos.,material=Pelúcia | cor=ROSA/AZUL | genero=Menina | idade=+ 3 Anos | conteudo_caixa=1 boneco de pelucia | ncm=9503.00.31 | dun=27896484172268 | produto_mm=195x180x270 | caixa=6un/kg | peso=0.245kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/fofush-encantado-elefante/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7227,Fofush Falante Coelho,playmi,PLAY&LEAR,,O Fofush Falante Coelho foi desenvolvido para encantar e interagir com a criança de forma lúdica e envolvente.,,,Crianças a partir de 3 anos.,material=Pelúcia | cor=BRANCO | genero=Menina | idade=+ 3 Anos | conteudo_caixa=01 boneco de pelucia | ncm=9503.00.31 | dun=27896484172275 | produto_mm=215x155x280 | caixa=6un/kg | peso=0.28kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/fofush-falante-coelho/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7228,Fofush Falante Gato,playmi,PLAY&LEAR,,O Fofush Falante Gato foi desenvolvido para proporcionar momentos de diversão e interação na infância.,,,Crianças a partir de 3 anos.,material=Pelúcia | cor=LILAS | genero=Menina | idade=+ 3 Anos | conteudo_caixa=01 boneco de pelucia | ncm=9503.00.31 | dun=27896484172282 | produto_mm=210x150x27 | caixa=6un/kg | peso=0.29kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/fofush-falante-gato/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
7229,Patinete Bluey,playmi,PLAY&COLLECT,,O Patinete Bluey é ideal para crianças que estão iniciando suas primeiras aventuras com mobilidade e equilíbrio.,,Estimula coordenação motora | Desenvolve equilíbrio | Incentiva atividade física | Possui luzes decorativas | Suporta até 35kg,"Crianças + 2 meses que estão desenvolvendo equilíbrio, coordenação e autonomia por meio de atividades ao ar livre.",material=Plástico | cor=Azul | genero=Unissex | idade=+ 2 meses | conteudo_caixa=1 Patinete decorado com luzes | produto_mm=550x200x770 | caixa=6un/11.34kg | peso=1.5kg,ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/patinete-bluey/,(sem fonte),CONFIRMADO,NAO_ENCONTRADO,PENDENTE,
8001,Dino Jurássico,playmi,PLAY&MOLTO,,O Dino Jurássico da linha Play&Molto foi desenvolvido para levar a criança ao universo pré-histórico de forma envolvente e divertida.,4 Sons de Dino | Acompanha 30 blocos | Compartimento para blocos,,Crianças a partir de 3 anos.,"material=Plástico | cor=Verde | genero=Unissex | idade=+ 24 meses | conteudo_caixa=1 Dino Jurássico 
30 blocos de montar
1 cartela de adesivos | ncm=9503.00.39 | cst=500 | dun=9789648418001-9 | produto_mm=660x240x300 | caixa=2un/3.84kg | peso=1kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/dino-jurassico/,https://cardosotoys.com.br/playmi/produtos/dino-jurassico/,CONFIRMADO,CONFIRMADO,PENDENTE,
8002,Navio Pirata,playmi,PLAY&MOLTO,,"O navio pirata da linha play&molto é um brinquedo da categoria blocos, desenvolvido para estimular a criatividade e a coordenação motora das crianças.",Acompanha 1 boneco pirata | Canhão giratório | Leme com movimento | Rampa abre para armazenamento,,Crianças + 24 meses,"material=Plástico | cor=Azul | genero=Unissex | idade=+ 24 meses | conteudo_caixa=1 Navio composto por 22 peças,
1 boneco pirata
30 blocos de montar
1 cartela de adesivo | ncm=9503.00.99 | dun=9789648418002-6 | produto_mm=550x170x400 | caixa=2un/3.84kg | peso=1.125kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/navio-pirata/,https://cardosotoys.com.br/playmi/produtos/navio-pirata/,CONFIRMADO,CONFIRMADO,PENDENTE,
8003,Mesinha Criativa Azul,playmi,PLAY&MOLTO,,"A mesinha criativa azul da linha play&molto é um brinquedo da categoria blocos, desenvolvido para estimular a criatividade e a coordenação motora das crianças.",Acompanha blocos | Compartimento para blocos | Tamanho ergonômico,Estimula a coordenação motora | Incentiva a criatividade | Desenvolve habilidades cognitivas | Ideal para atividades de montagem,Crianças + 24 meses,"material=Plástico | cor=Azul | genero=Menino | idade=+ 24 meses | conteudo_caixa=1 mesinha criativa
20 blocos de montar | ncm=9503.00.99 | cst=000 | dun=9789648418003-3 | produto_mm=550x380x275 | caixa=2un/4.3kg | peso=1.6kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/mesinha-criativa-azul/,https://cardosotoys.com.br/playmi/produtos/mesinha-criativa-azul/,CONFIRMADO,CONFIRMADO,PENDENTE,
8005,Trenzinho Didático 70 Peças,playmi,PLAY&MOLTO,,"O trenzinho didático 70 peças da linha play&molto é um brinquedo da categoria blocos, desenvolvido para estimular a criatividade e a coordenação motora das crianças.",Acompanha 70 peças | Estimulam o aprendizado,Estimula a coordenação motora | Incentiva a criatividade | Desenvolve habilidades cognitivas | Auxilia na percepção espacial | Incentiva a montagem e organização,"Crianças + 24 meses que estão em fase de desenvolvimento motor e cognitivo, proporcionando estímulo por meio da montagem e do aprendizado lúdico.","material=Plástico | cor=Colorido | genero=Unissex | idade=+ 24 meses | conteudo_caixa=70 peças 
1 cartela de adesivos | ncm=9503.00.80 | cst=000 | dun=1789648418005-1 | produto_mm=525x90x340 | caixa=4un/4.46kg | peso=0.525kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/trenzinho-didatico-70-pecas/,https://cardosotoys.com.br/playmi/produtos/trenzinho-didatico-70-pecas/,CONFIRMADO,CONFIRMADO,PENDENTE,
8009,Bombeirinho 25 Peças,playmi,PLAY&MOLTO,,"O bombeirinho 25 peças da linha play&molto é um brinquedo da categoria blocos, desenvolvido para estimular a criatividade e a coordenação motora das crianças.",Acompanha 25 peças | Estimulam o aprendizado,Estimula a coordenação motora | Incentiva a criatividade | Desenvolve habilidades cognitivas | Promove a montagem e organização,"Crianças + 24 meses em fase de desenvolvimento motor e cognitivo, proporcionando aprendizado por meio da montagem e da brincadeira estruturada.","material=Plástico | cor=Colorido | genero=Unissex | idade=+ 24 meses | conteudo_caixa=25 peças 
1 cartela de adesivos | ncm=9503.00.80 | cst=000 | dun=2789648418009-6 | produto_mm=300x90x210 | caixa=6un/2.6kg | peso=0.24kg",ESPECIFICA,https://cardosotoys.com.br/playmi/produtos/bombeirinho-25-pecas/,https://cardosotoys.com.br/playmi/produtos/bombeirinho-25-pecas/,CONFIRMADO,CONFIRMADO,PENDENTE,
